provincia_id,provincia_nombre,causa_id,caso_id_ministerio_publico,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,causa_fecha_hecho,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
02,Ciudad Autónoma de Buenos Aires,452159,MPF00045070,CABA,CABA,970,JUZGADO 19,2017-08-11,2014-03-08,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,369678,MPF00046332,CABA,CABA,1141,JUZGADO 5,2017-10-03,2014-01-16,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,442857,MPF00047699,CABA,CABA,1463,JUZGADO 25,2017-07-17,2014-04-16,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,368960,MPF00047929,CABA,CABA,1463,JUZGADO 25,2017-04-26,2014-04-09,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,367904,MPF00049555,CABA,CABA,14,JUZGADO 8,2017-07-07,2014-05-13,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,371965,MPF00050197,CABA,CABA,1150,JUZGADO 15,2017-06-05,2014-05-21,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,452272,MPF00051845,CABA,CABA,963,JUZGADO 16,2017-08-31,2014-06-03,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,444006,MPF00053044,CABA,CABA,970,JUZGADO 19,2017-05-05,2014-06-28,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,373334,MPF00054321,CABA,CABA,6,JUZGADO 4,2017-05-17,2014-07-01,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,373334,MPF00054321,CABA,CABA,6,JUZGADO 4,2017-05-17,2014-07-01,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,455349,MPF00055932,CABA,CABA,1147,JUZGADO 3,2017-09-19,2014-08-05,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,390019,MPF00056999,CABA,CABA,966,JUZGADO 11,2017-09-13,2014-08-15,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,432842,MPF00058542,CABA,CABA,1149,JUZGADO 14,2017-02-07,2014-09-05,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,384224,MPF00060994,CABA,CABA,109,JUZGADO 20,2017-05-23,2014-10-06,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,434410,MPF00061275,CABA,CABA,965,JUZGADO 18,2017-01-02,2014-09-28,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,388352,MPF00065146,CABA,CABA,1437,JUZGADO 27,2017-07-03,2014-11-06,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,388352,MPF00065146,CABA,CABA,1437,JUZGADO 27,2017-07-03,2014-11-06,404,Daños - CP (p/ L 2303),NO,Daños,2018-11-05
02,Ciudad Autónoma de Buenos Aires,389053,MPF00067381,CABA,CABA,1468,JUZGADO 30,2017-03-20,2014-12-04,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,385810,MPF00068804,CABA,CABA,1474,JUZGADO 31,2017-11-13,s/d,372,Ln 13.944 (incumplimiento de los deberes de asistencia familiar) p/ l 2303,NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,391180,MPF00072742,CABA,CABA,134,JUZGADO 10,2017-12-05,2015-03-05,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,438577,MPF00072825,CABA,CABA,966,JUZGADO 11,2017-05-05,2015-03-05,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,402282,MPF00072885,CABA,CABA,1149,JUZGADO 14,2017-04-19,2015-03-06,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,436324,MPF00073061,CABA,CABA,1149,JUZGADO 14,2017-02-09,2015-03-07,39,Omitir recaudos de organización y seguridad respecto de un espectáculo masivo (Art. 98 según TC Ley 5666 y modif.),NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,433991,MPF00073410,CABA,CABA,6,JUZGADO 4,2017-01-30,2015-03-17,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,433991,MPF00073410,CABA,CABA,6,JUZGADO 4,2017-01-30,2015-03-17,475,Ln 13.944 (incumplimiento de los deberes de asistencia familiar),NO,Incumplimiento de los deberes de asistencia familiar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,398053,MPF00073818,CABA,CABA,964,JUZGADO 17,2017-02-08,2015-03-20,396,Abandono de Personas - CP (p/ L 2303),NO,Abandono de persona,2018-11-05
02,Ciudad Autónoma de Buenos Aires,394258,MPF00075824,CABA,CABA,968,JUZGADO 22,2017-01-06,2015-01-22,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,405951,MPF00076179,CABA,CABA,1149,JUZGADO 14,2017-02-10,s/d,402,Usurpación (Despojo) - CP (p/ L 2303),NO,Usurpación,2018-11-05
02,Ciudad Autónoma de Buenos Aires,393211,MPF00076630,CABA,CABA,1150,JUZGADO 15,2017-02-23,s/d,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,402883,MPF00077451,CABA,CABA,1466,JUZGADO 28,2017-09-12,2015-05-01,404,Daños - CP (p/ L 2303),NO,Daños,2018-11-05
02,Ciudad Autónoma de Buenos Aires,395844,MPF00078198,CABA,CABA,1467,JUZGADO 29,2017-02-23,2015-04-24,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,394836,MPF00079443,CABA,CABA,2,JUZGADO 2,2017-05-08,2015-05-05,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,404073,MPF00079595,CABA,CABA,1468,JUZGADO 30,2017-11-24,2015-05-12,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,402129,MPF00080756,CABA,CABA,134,JUZGADO 10,2017-06-08,2015-06-02,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,402129,MPF00080756,CABA,CABA,134,JUZGADO 10,2017-06-08,2015-06-02,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,410931,MPF00081305,CABA,CABA,1147,JUZGADO 3,2017-05-16,2014-11-16,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,410931,MPF00081305,CABA,CABA,1147,JUZGADO 3,2017-05-16,2014-11-16,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,409826,MPF00082531,CABA,CABA,6,JUZGADO 4,2017-02-15,2015-06-22,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,422184,MPF00082967,CABA,CABA,1142,JUZGADO 6,2017-01-04,2015-06-17,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,444288,MPF00083576,CABA,CABA,1148,JUZGADO 13,2017-05-15,2015-07-04,372,Ln 13.944 (incumplimiento de los deberes de asistencia familiar) p/ l 2303,NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,444288,MPF00083576,CABA,CABA,1148,JUZGADO 13,2017-05-15,2015-07-04,399,Tenencia de arma de fuego de uso civil - CP (p/ L 2303),NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,444288,MPF00083576,CABA,CABA,1148,JUZGADO 13,2017-05-15,2015-07-04,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,399593,MPF00083724,CABA,CABA,2,JUZGADO 2,2017-08-08,2015-02-01,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,407461,MPF00085019,CABA,CABA,1437,JUZGADO 27,2017-10-17,2015-07-18,404,Daños - CP (p/ L 2303),NO,Daños,2018-11-05
02,Ciudad Autónoma de Buenos Aires,407461,MPF00085019,CABA,CABA,1437,JUZGADO 27,2017-10-17,2015-07-18,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,406871,MPF00085108,CABA,CABA,967,JUZGADO 21,2017-03-31,2015-07-12,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,402578,MPF00085938,CABA,CABA,1150,JUZGADO 15,2017-02-08,2015-07-08,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,415310,MPF00086253,CABA,CABA,91,JUZGADO 1,2017-07-17,s/d,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,437350,MPF00086256,CABA,CABA,1466,JUZGADO 28,2017-02-13,2015-08-08,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,403746,MPF00086716,CABA,CABA,134,JUZGADO 10,2017-05-11,s/d,,,,Sin informar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,405256,MPF00088543,CABA,CABA,966,JUZGADO 11,2017-03-20,2015-09-03,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,403924,MPF00089146,CABA,CABA,14,JUZGADO 8,2017-09-28,2015-09-04,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,403274,MPF00089279,CABA,CABA,1347,JUZGADO 23,2017-02-20,2015-09-09,59,Ruidos molestos (Art. 85 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,434011,MPF00089405,CABA,CABA,1143,JUZGADO 7,2017-02-07,2015-09-10,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,408255,MPF00089436,CABA,CABA,14,JUZGADO 8,2017-07-04,s/d,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,414923,MPF00090091,CABA,CABA,1430,JUZGADO 24,2017-02-08,2015-06-23,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,404258,MPF00090509,CABA,CABA,1474,JUZGADO 31,2017-09-18,2015-08-27,59,Ruidos molestos (Art. 85 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,457264,MPF00090765,CABA,CABA,1474,JUZGADO 31,2017-10-17,2015-05-26,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,431203,MPF00091184,CABA,CABA,14,JUZGADO 8,2017-02-13,s/d,372,Ln 13.944 (incumplimiento de los deberes de asistencia familiar) p/ l 2303,NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,459031,MPF00091247,CABA,CABA,964,JUZGADO 17,2017-11-01,2015-10-05,447,Presunta comisión Delito (competencia),NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,441018,MPF00091550,CABA,CABA,1145,JUZGADO 9,2017-07-12,2015-09-29,481,Incumplimiento de los Deberes de Asistencia Familiar: Hijos respecto a los padres - LN 13.944,NO,Incumplimiento de los deberes de asistencia familiar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,407124,MPF00091781,CABA,CABA,963,JUZGADO 16,2017-07-31,2015-10-12,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,417731,MPF00092094,CABA,CABA,963,JUZGADO 16,2017-07-11,2015-10-07,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,427037,MPF00092290,CABA,CABA,1149,JUZGADO 14,2017-02-07,s/d,372,Ln 13.944 (incumplimiento de los deberes de asistencia familiar) p/ l 2303,NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,406452,MPF00092386,CABA,CABA,963,JUZGADO 16,2017-03-06,2015-10-06,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,443623,MPF00092568,CABA,CABA,970,JUZGADO 19,2017-05-08,2015-10-19,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,426838,MPF00092799,CABA,CABA,109,JUZGADO 20,2017-04-10,2015-10-26,475,Ln 13.944 (incumplimiento de los deberes de asistencia familiar),NO,Incumplimiento de los deberes de asistencia familiar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,420302,MPF00092920,CABA,CABA,967,JUZGADO 21,2017-01-09,2015-10-26,396,Abandono de Personas - CP (p/ L 2303),NO,Abandono de persona,2018-11-05
02,Ciudad Autónoma de Buenos Aires,412915,MPF00093019,CABA,CABA,968,JUZGADO 22,2017-02-14,s/d,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,438356,MPF00093231,CABA,CABA,1150,JUZGADO 15,2017-03-01,s/d,372,Ln 13.944 (incumplimiento de los deberes de asistencia familiar) p/ l 2303,NO,Sin clasificar,2018-11-05
02,Ciudad Autónoma de Buenos Aires,459436,MPF00093463,CABA,CABA,970,JUZGADO 19,2017-11-08,2015-10-30,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,430867,MPF00093471,CABA,CABA,1463,JUZGADO 25,2017-05-16,2015-10-17,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,437357,MPF00093841,CABA,CABA,1467,JUZGADO 29,2017-03-02,s/d,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,437357,MPF00093841,CABA,CABA,1467,JUZGADO 29,2017-03-02,s/d,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,453413,MPF00093893,CABA,CABA,1150,JUZGADO 15,2017-09-05,2015-10-30,49,Ensuciar bienes de propiedad pública o privada (Art. 83 según tTC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,453413,MPF00093893,CABA,CABA,1150,JUZGADO 15,2017-09-05,2015-10-30,7,Colocar o arrojar sustancias insalubres o cosas dañinas en lugares públicos (Art. 54 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,408553,MPF00094419,CABA,CABA,967,JUZGADO 21,2017-02-14,2015-07-19,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,413808,MPF00094735,CABA,CABA,1467,JUZGADO 29,2017-02-01,2015-11-15,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,435694,MPF00095220,CABA,CABA,1468,JUZGADO 30,2017-02-02,2015-11-18,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,438866,MPF00095226,CABA,CABA,1467,JUZGADO 29,2017-03-08,s/d,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,412079,MPF00095238,CABA,CABA,970,JUZGADO 19,2017-02-02,s/d,393,Delitos Atinentes a la Pornografía (producir/publicar imágenes pornogr. c menores 18) CP (p/ L 2303),NO,Pornografía infantil,2018-11-05
02,Ciudad Autónoma de Buenos Aires,426330,MPF00095764,CABA,CABA,1808,secrejujuzcyf3,2017-02-10,2015-11-26,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,414092,MPF00096141,CABA,CABA,14,JUZGADO 8,2017-01-26,2015-12-01,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,435766,MPF00096362,CABA,CABA,966,JUZGADO 11,2017-02-03,2015-12-01,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,409716,MPF00096576,CABA,CABA,966,JUZGADO 11,2017-03-03,2015-12-11,4,"Portar armas no convencionales en la via publica, sin causa que lo justifique (art. 88 según tc Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,428554,MPF00096598,CABA,CABA,1347,JUZGADO 23,2017-03-17,2015-12-12,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,427036,MPF00096743,CABA,CABA,1143,JUZGADO 7,2017-02-02,s/d,449,"Hostigar, maltratar, intimidar (Art. 52 según TC Ley 5666 y modif.)",NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,437630,MPF00096801,CABA,CABA,966,JUZGADO 11,2017-02-20,2015-12-15,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
02,Ciudad Autónoma de Buenos Aires,413982,MPF00096932,CABA,CABA,1141,JUZGADO 5,2017-08-02,2015-12-02,403,Amenazas - CP (p/ L 2303),NO,Amenazas,2018-11-05
02,Ciudad Autónoma de Buenos Aires,424074,MPF00096966,CABA,CABA,1463,JUZGADO 25,2017-01-18,2015-11-11,21,Violar clausura impuesta por autoridad judicial o administrativa (Art. 74 según TC Ley 5666 y modif.),NO,Contravención,2018-11-05
